daylight_savings_status,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,carbon_intensity,is_holiday,hour_sin,hour_cos,month_sin,month_cos,day_type_1,day_type_2,day_type_3,day_type_4,day_type_5,day_type_6,day_type_7
0.0,1.4940384912313522,0.0,0.0,0.0,-0.6844031264188634,0.8911275968159362,0.6903663953031842,-0.712567951772568,-0.6794312791360522,0.41241007015654696,1.6796035230784603,0.8911275968159362,0.49460124590104143,-0.35371440150824435,0.49460124590104143,-0.6268754059832491,2.5608872973794155,-0.712567951772568,-0.34179464868293946,2.0723072590568163,-0.6794312791360522,0.2201551065797091,0.2201551065797091,0.22015510657970627,0.2201551065797091,0.408003324742063,5.423713365090993,-3.134033114898806e-16,1.414213562373095,-0.7009589047584136,-1.2188942445158655,-0.4119655117298702,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,2.4522664799550173
0.0,0.4364185470176413,0.0,0.0,0.0,-0.6844031264188634,0.9192874513253124,0.3640911462996128,-0.712567951772568,-0.6794312791360522,0.7221684697596807,1.6796035230784603,0.7221684697596807,0.36409114629961287,-0.15794925210610147,0.8861315447053272,-0.02359988362644379,2.5608872973794155,-0.712567951772568,0.8196753600757682,1.8427143503486998,-0.6794312791360522,0.2201551065797091,0.2201551065797091,0.22015510657970627,0.2201551065797091,0.02558598351028052,5.423713365090993,0.36602540378443865,1.3660254037844386,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,0.08811619855017745,0.0,0.0,0.0,-0.6844031264188634,0.8066480332878084,0.29883609649889853,-0.712567951772568,-0.6794312791360522,1.200885996419071,1.5106443960222047,0.7221684697596807,-0.027439152504672885,-0.027439152504672885,0.8861315447053272,0.7270668174879902,1.6285523991916255,-0.712567951772568,1.319377573146375,0.30309131548250584,-0.6794312791360522,0.2201551065797091,0.2201551065797091,0.22015510657970627,0.2201551065797091,-0.054760640591730504,5.423713365090993,0.7071067811865475,1.224744871391589,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,-0.6333104927827481,0.0,0.0,0.0,-0.6844031264188634,0.6940086152503054,0.29883609649889853,-0.712567951772568,-0.6794312791360522,1.5106443960222047,1.6796035230784603,0.7221684697596807,-0.15794925210610147,-0.15794925210610147,1.0818966941074701,1.1863788629187397,1.0766924043084116,-0.712567951772568,0.9783645763887312,-0.1628472345427897,-0.6794312791360522,0.2201551065797091,0.2201551065797091,0.22015510657970627,0.2201551065797091,-0.15625163864302347,5.423713365090993,1.0000000000000002,1.0,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,-0.6338060884709313,0.0,0.0,0.0,-0.6844031264188634,0.5813691972128014,0.29883609649889853,-0.712567951772568,-0.6794312791360522,1.3698451234753255,1.5106443960222047,0.5813691972128014,-0.027439152504672885,-0.15794925210610147,1.0818966941074701,1.9541840731910376,0.8093316614457363,-0.712567951772568,1.7988215883897951,-0.09194354214763605,-0.6794312791360522,0.2201551065797091,0.2201551065797091,1.7593081262431058,0.2201551065797091,-0.13129032293117673,5.423713365090993,1.2247448713915892,0.7071067811865477,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,0.6196948356519809,0.0,0.0,0.0,-0.6844031264188634,0.41241007015654696,0.4946012459010414,-0.712567951772568,-0.6794312791360522,1.5106443960222047,1.200885996419071,0.41241007015654696,-0.15794925210610147,0.16832599689747,1.277661843509613,2.382646802137632,0.6310911662039529,-0.712567951772568,2.058801793838692,0.6576097774582742,-0.6794312791360522,0.2201551065797091,0.2201551065797091,1.7593081262431058,0.2201551065797091,0.04752826374580254,5.423713365090993,1.3660254037844388,0.36602540378443865,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,-0.8848035789963393,0.0,0.0,0.0,-0.6595983424604241,0.41241007015654696,0.4946012459010414,-0.6268754059832491,-0.34179464868293946,1.6796035230784603,1.0600867238721916,0.5813691972128014,-0.35371440150824435,0.2988360964988986,1.0818966941074701,2.5608872973794155,0.07923117132073894,-0.6611524242989767,2.0723072590568163,0.4010059383139085,-0.6321621508726164,0.2201551065797091,0.2201551065797091,1.7593081262431058,0.2201551065797091,0.15739085917857953,5.423713365090993,1.4142135623730951,1.650285348381635e-16,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,-0.45826510025878653,0.0,0.0,0.0,-0.5539292179020259,0.7221684697596807,0.3640911462996128,-0.02359988362644379,0.8196753600757682,1.6796035230784603,1.0600867238721916,0.8911275968159362,-0.15794925210610147,-0.027439152504672885,0.8861315447053272,2.5608872973794155,-0.6200200023201037,-0.3149545393101282,1.8427143503486998,-0.196610897588101,-0.5376238943457449,0.2201551065797091,0.2201551065797091,1.7593081262431058,0.2201551065797091,0.2260441766402646,5.423713365090993,1.3660254037844388,-0.3660254037844384,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,0.6120242529033231,0.0,0.0,0.0,-0.2564745093576122,1.200885996419071,-0.027439152504672885,0.7270668174879902,1.319377573146375,1.5106443960222047,0.8911275968159362,0.8911275968159362,-0.027439152504672885,0.16832599689747,0.8861315447053272,1.6285523991916255,-0.712567951772568,0.15121290978376686,0.30309131548250584,-0.6794312791360522,-0.42958017260074877,0.2201551065797091,0.2201551065797091,1.7593081262431058,0.2201551065797091,0.9863570097855603,5.423713365090993,1.2247448713915892,-0.7071067811865471,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,0.8002778296542813,0.0,0.0,0.0,0.31274553278725353,1.5106443960222047,-0.15794925210610145,1.1863788629187397,0.9783645763887312,1.6796035230784603,1.0600867238721916,0.8911275968159362,-0.15794925210610147,-0.22320430190681576,0.6903663953031843,1.0766924043084116,-0.712567951772568,0.28832098304667714,-0.1628472345427897,-0.6794312791360522,-0.5612584584774627,0.2201551065797091,0.2201551065797091,0.22015510657970627,0.2201551065797091,1.3258511577914294,5.423713365090993,1.0000000000000002,-0.9999999999999999,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,2.1999516219058317,0.0,0.0,0.0,0.9378961835464249,1.3698451234753255,-0.027439152504672885,1.9541840731910376,1.7988215883897951,1.5106443960222047,1.0600867238721916,1.3698451234753255,-0.15794925210610147,-0.027439152504672885,0.16832599689747,0.8093316614457363,-0.712567951772568,0.7819100467931542,-0.09194354214763605,-0.6794312791360522,-0.35867648020559506,0.2201551065797091,1.7593081262431087,0.22015510657970627,0.2201551065797091,1.6103482528435211,5.423713365090993,0.7071067811865475,-1.224744871391589,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,2.431355167742786,0.0,0.0,0.0,1.4898487159770282,1.5106443960222047,-0.15794925210610145,2.382646802137632,2.058801793838692,1.200885996419071,0.7221684697596807,1.3698451234753255,0.16832599689747,0.49460124590104143,-0.027439152504672885,0.6310911662039529,-0.712567951772568,1.3577639544973776,0.6576097774582742,-0.6794312791360522,0.02622927851095341,0.2201551065797091,1.7593081262431087,0.22015510657970627,0.2201551065797091,1.976587238227872,5.423713365090993,0.36602540378443904,-1.3660254037844384,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
0.0,2.431355167742786,0.0,0.0,0.0,1.875852545647712,1.6796035230784603,-0.3537144015082443,2.5608872973794155,2.0723072590568163,1.0600867238721916,0.8911275968159362,1.5106443960222047,0.2988360964988986,0.49460124590104143,-0.15794925210610147,0.07923117132073894,-0.712567951772568,1.3063484270237864,0.4010059383139085,-0.6794312791360522,-0.19323453128356985,0.2201551065797091,1.7593081262431087,0.22015510657970627,0.2201551065797091,2.230421567787351,5.423713365090993,2.061703222514154e-16,-1.414213562373095,-1.2196790068696035,-0.7023136308323633,2.4273876611683693,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40759561492184176,-0.40778602495856964
